"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Referring_Story_Id","Input.Referring_Decision","Input.Story","Answer.Decision1","Answer.Decision2","Answer.Story","Approve","Reject"
"3VIVIU06FKCKLVCTB8MZ0XVK2CRIMV","3217B3DC4O4D7Q08RP6D6KQQ0TH417","Write a continuation to a text adventure game story and two decisions","Given the storyline of the text adventure game so far, provide a story continuation and a pair of decisions for the player to make.","text, adventure, game, story, writing","$0.20","Sun May 09 15:13:39 PDT 2021","4","BatchId:4436078;OriginalHitTemplateId:928390828;","3600","259200","Sun May 16 15:13:39 PDT 2021","","","308XBLVESI44IN9918V0PTH4O2WRBM","A37NZ5CUEO3RX7","Submitted","Sun May 09 15:29:10 PDT 2021","Sun May 09 15:49:31 PDT 2021","Wed May 12 15:49:31 PDT 2021","","","","1221","0% (0/0)","0% (0/0)","0% (0/0)","3LXX8KJXPW9FAX42KUVZF8LMEL99O6","You enter the settlement and get food and supplies","The monarchy raids the rebel insurgent headquarters, capturing the leader. He declares war against all who oppose him with the threat of public execution. You believe in the rebels\' cause to liberate the people, but you are also afraid of being killed by the monarchy. You hear a banging at your door by someone who ends up being a high ranking officer in the monarchy. He immediately finds out that you are building weapons for the insurgents. You look around and see some soldiers of the monarchy walking towards you. You have noticed that on that first moment they were focused on seeking and capturing other rebels and none of them have realized the dead officer\'s body in front of you. THEN YOU MAKE CAVE INSIDE YOUR HOME TO HIDE OFFICER BODY.IT MAKES SOME NOICE. NOW DOOR KNOKING SOUND IS COME.YOU GO AND SEE WITHOUT OPEN DOOR BY WINDOW,ONE OFFICER IS THERE. You escape into the forest and run walk noiselessly through it. After 1 hour you  see a small settlement on the path. You enter the settlement and get food and supplies","stay in the settlement","eat the food","and stay in the settlement for as long as you can, eat all the foods when you are hungry and continue to stay there"
"3VIVIU06FKCKLVCTB8MZ0XVK2CRIMV","3217B3DC4O4D7Q08RP6D6KQQ0TH417","Write a continuation to a text adventure game story and two decisions","Given the storyline of the text adventure game so far, provide a story continuation and a pair of decisions for the player to make.","text, adventure, game, story, writing","$0.20","Sun May 09 15:13:39 PDT 2021","4","BatchId:4436078;OriginalHitTemplateId:928390828;","3600","259200","Sun May 16 15:13:39 PDT 2021","","","30LB5CDZNCAC0RSQD9SORFNK6FLZ04","A2DK327BVTEOLI","Submitted","Sun May 09 16:37:54 PDT 2021","Sun May 09 16:40:19 PDT 2021","Wed May 12 16:40:19 PDT 2021","","","","145","0% (0/0)","0% (0/0)","0% (0/0)","3LXX8KJXPW9FAX42KUVZF8LMEL99O6","You enter the settlement and get food and supplies","The monarchy raids the rebel insurgent headquarters, capturing the leader. He declares war against all who oppose him with the threat of public execution. You believe in the rebels\' cause to liberate the people, but you are also afraid of being killed by the monarchy. You hear a banging at your door by someone who ends up being a high ranking officer in the monarchy. He immediately finds out that you are building weapons for the insurgents. You look around and see some soldiers of the monarchy walking towards you. You have noticed that on that first moment they were focused on seeking and capturing other rebels and none of them have realized the dead officer\'s body in front of you. THEN YOU MAKE CAVE INSIDE YOUR HOME TO HIDE OFFICER BODY.IT MAKES SOME NOICE. NOW DOOR KNOKING SOUND IS COME.YOU GO AND SEE WITHOUT OPEN DOOR BY WINDOW,ONE OFFICER IS THERE. You escape into the forest and run walk noiselessly through it. After 1 hour you  see a small settlement on the path. You enter the settlement and get food and supplies","Take the food.","Take the weapons.","You enter the village square and find ample of food and weapons but you only have the room to carry one."
"3VIVIU06FKCKLVCTB8MZ0XVK2CRIMV","3217B3DC4O4D7Q08RP6D6KQQ0TH417","Write a continuation to a text adventure game story and two decisions","Given the storyline of the text adventure game so far, provide a story continuation and a pair of decisions for the player to make.","text, adventure, game, story, writing","$0.20","Sun May 09 15:13:39 PDT 2021","4","BatchId:4436078;OriginalHitTemplateId:928390828;","3600","259200","Sun May 16 15:13:39 PDT 2021","","","33LKR6A5KEKGL4493076JW5DQB2T1I","A23BGNP50WTKI2","Submitted","Sun May 09 15:26:15 PDT 2021","Sun May 09 15:28:42 PDT 2021","Wed May 12 15:28:42 PDT 2021","","","","147","100% (6/6)","100% (6/6)","0% (0/0)","3LXX8KJXPW9FAX42KUVZF8LMEL99O6","You enter the settlement and get food and supplies","The monarchy raids the rebel insurgent headquarters, capturing the leader. He declares war against all who oppose him with the threat of public execution. You believe in the rebels\' cause to liberate the people, but you are also afraid of being killed by the monarchy. You hear a banging at your door by someone who ends up being a high ranking officer in the monarchy. He immediately finds out that you are building weapons for the insurgents. You look around and see some soldiers of the monarchy walking towards you. You have noticed that on that first moment they were focused on seeking and capturing other rebels and none of them have realized the dead officer\'s body in front of you. THEN YOU MAKE CAVE INSIDE YOUR HOME TO HIDE OFFICER BODY.IT MAKES SOME NOICE. NOW DOOR KNOKING SOUND IS COME.YOU GO AND SEE WITHOUT OPEN DOOR BY WINDOW,ONE OFFICER IS THERE. You escape into the forest and run walk noiselessly through it. After 1 hour you  see a small settlement on the path. You enter the settlement and get food and supplies","You eat the food - for the fortune","You take the food with you to check and leave the settlement","But who leaved it here? Maybe the food is with the poison. Or it is safe. And you are so hungry. You should make a decision, that could cost you your life. And you have just a few minutes to decide."
"3VIVIU06FKCKLVCTB8MZ0XVK2CRIMV","3217B3DC4O4D7Q08RP6D6KQQ0TH417","Write a continuation to a text adventure game story and two decisions","Given the storyline of the text adventure game so far, provide a story continuation and a pair of decisions for the player to make.","text, adventure, game, story, writing","$0.20","Sun May 09 15:13:39 PDT 2021","4","BatchId:4436078;OriginalHitTemplateId:928390828;","3600","259200","Sun May 16 15:13:39 PDT 2021","","","3VHHR074H3H6DDB6J7MOYFM9ZKGL74","A2825I2XO6KZEP","Submitted","Sun May 09 15:23:12 PDT 2021","Sun May 09 16:04:00 PDT 2021","Wed May 12 16:04:00 PDT 2021","","","","2448","0% (0/0)","0% (0/0)","0% (0/0)","3LXX8KJXPW9FAX42KUVZF8LMEL99O6","You enter the settlement and get food and supplies","The monarchy raids the rebel insurgent headquarters, capturing the leader. He declares war against all who oppose him with the threat of public execution. You believe in the rebels\' cause to liberate the people, but you are also afraid of being killed by the monarchy. You hear a banging at your door by someone who ends up being a high ranking officer in the monarchy. He immediately finds out that you are building weapons for the insurgents. You look around and see some soldiers of the monarchy walking towards you. You have noticed that on that first moment they were focused on seeking and capturing other rebels and none of them have realized the dead officer\'s body in front of you. THEN YOU MAKE CAVE INSIDE YOUR HOME TO HIDE OFFICER BODY.IT MAKES SOME NOICE. NOW DOOR KNOKING SOUND IS COME.YOU GO AND SEE WITHOUT OPEN DOOR BY WINDOW,ONE OFFICER IS THERE. You escape into the forest and run walk noiselessly through it. After 1 hour you  see a small settlement on the path. You enter the settlement and get food and supplies","You will ask a doctor for help","You will bandage your foot and try to continue your trail","You then drink a lot of water and eat bread and realize that you hurt your foot and cannot continue walking, so you decide to stay somewhere."
"3HEADTGN2PSG4H9LFNHZ1LFOG1MRVP","3217B3DC4O4D7Q08RP6D6KQQ0TH417","Write a continuation to a text adventure game story and two decisions","Given the storyline of the text adventure game so far, provide a story continuation and a pair of decisions for the player to make.","text, adventure, game, story, writing","$0.20","Sun May 09 15:13:39 PDT 2021","4","BatchId:4436078;OriginalHitTemplateId:928390828;","3600","259200","Sun May 16 15:13:39 PDT 2021","","","33FOTY3KEMLZZN2YHECGUM592P2C1I","A23BGNP50WTKI2","Submitted","Sun May 09 15:15:06 PDT 2021","Sun May 09 15:18:23 PDT 2021","Wed May 12 15:18:23 PDT 2021","","","","197","100% (6/6)","100% (6/6)","0% (0/0)","3LXX8KJXPW9FAX42KUVZF8LMEL99O6","You avoid it.","The monarchy raids the rebel insurgent headquarters, capturing the leader. He declares war against all who oppose him with the threat of public execution. You believe in the rebels\' cause to liberate the people, but you are also afraid of being killed by the monarchy. You hear a banging at your door by someone who ends up being a high ranking officer in the monarchy. He immediately finds out that you are building weapons for the insurgents. You look around and see some soldiers of the monarchy walking towards you. You have noticed that on that first moment they were focused on seeking and capturing other rebels and none of them have realized the dead officer\'s body in front of you. THEN YOU MAKE CAVE INSIDE YOUR HOME TO HIDE OFFICER BODY.IT MAKES SOME NOICE. NOW DOOR KNOKING SOUND IS COME.YOU GO AND SEE WITHOUT OPEN DOOR BY WINDOW,ONE OFFICER IS THERE. You escape into the forest and run walk noiselessly through it. After 1 hour you  see a small settlement on the path. You avoid it.","but you understand that you are all alone","you find them near the path","You try to find other rebels that staying alive to decide about next actions. You know that you can't meet officers anymore as they just kill you"
"3HEADTGN2PSG4H9LFNHZ1LFOG1MRVP","3217B3DC4O4D7Q08RP6D6KQQ0TH417","Write a continuation to a text adventure game story and two decisions","Given the storyline of the text adventure game so far, provide a story continuation and a pair of decisions for the player to make.","text, adventure, game, story, writing","$0.20","Sun May 09 15:13:39 PDT 2021","4","BatchId:4436078;OriginalHitTemplateId:928390828;","3600","259200","Sun May 16 15:13:39 PDT 2021","","","33UKMF9319KHUOGI5JRGP2O8IUTTTR","A37NZ5CUEO3RX7","Submitted","Sun May 09 15:30:25 PDT 2021","Sun May 09 16:22:14 PDT 2021","Wed May 12 16:22:14 PDT 2021","","","","3109","0% (0/0)","0% (0/0)","0% (0/0)","3LXX8KJXPW9FAX42KUVZF8LMEL99O6","You avoid it.","The monarchy raids the rebel insurgent headquarters, capturing the leader. He declares war against all who oppose him with the threat of public execution. You believe in the rebels\' cause to liberate the people, but you are also afraid of being killed by the monarchy. You hear a banging at your door by someone who ends up being a high ranking officer in the monarchy. He immediately finds out that you are building weapons for the insurgents. You look around and see some soldiers of the monarchy walking towards you. You have noticed that on that first moment they were focused on seeking and capturing other rebels and none of them have realized the dead officer\'s body in front of you. THEN YOU MAKE CAVE INSIDE YOUR HOME TO HIDE OFFICER BODY.IT MAKES SOME NOICE. NOW DOOR KNOKING SOUND IS COME.YOU GO AND SEE WITHOUT OPEN DOOR BY WINDOW,ONE OFFICER IS THERE. You escape into the forest and run walk noiselessly through it. After 1 hour you  see a small settlement on the path. You avoid it.","you walk the path","leave the path","and continue walking and go inside the jungle and stay there try to hide there as long as you can and finally you come out"
"3HEADTGN2PSG4H9LFNHZ1LFOG1MRVP","3217B3DC4O4D7Q08RP6D6KQQ0TH417","Write a continuation to a text adventure game story and two decisions","Given the storyline of the text adventure game so far, provide a story continuation and a pair of decisions for the player to make.","text, adventure, game, story, writing","$0.20","Sun May 09 15:13:39 PDT 2021","4","BatchId:4436078;OriginalHitTemplateId:928390828;","3600","259200","Sun May 16 15:13:39 PDT 2021","","","3GFK2QRXX9H7139MZSET96PT6LQ5W3","A2825I2XO6KZEP","Submitted","Sun May 09 15:29:03 PDT 2021","Sun May 09 16:14:10 PDT 2021","Wed May 12 16:14:10 PDT 2021","","","","2707","0% (0/0)","0% (0/0)","0% (0/0)","3LXX8KJXPW9FAX42KUVZF8LMEL99O6","You avoid it.","The monarchy raids the rebel insurgent headquarters, capturing the leader. He declares war against all who oppose him with the threat of public execution. You believe in the rebels\' cause to liberate the people, but you are also afraid of being killed by the monarchy. You hear a banging at your door by someone who ends up being a high ranking officer in the monarchy. He immediately finds out that you are building weapons for the insurgents. You look around and see some soldiers of the monarchy walking towards you. You have noticed that on that first moment they were focused on seeking and capturing other rebels and none of them have realized the dead officer\'s body in front of you. THEN YOU MAKE CAVE INSIDE YOUR HOME TO HIDE OFFICER BODY.IT MAKES SOME NOICE. NOW DOOR KNOKING SOUND IS COME.YOU GO AND SEE WITHOUT OPEN DOOR BY WINDOW,ONE OFFICER IS THERE. You escape into the forest and run walk noiselessly through it. After 1 hour you  see a small settlement on the path. You avoid it.","So you decide to go into the woman's house and ask for food","You continue to run through the forest","So, you keep walking through the woods until you find a little house, then you realize that in this house there is a woman dressed in black making foods like sweets and snacks, and you are very hungry."
"3HEADTGN2PSG4H9LFNHZ1LFOG1MRVP","3217B3DC4O4D7Q08RP6D6KQQ0TH417","Write a continuation to a text adventure game story and two decisions","Given the storyline of the text adventure game so far, provide a story continuation and a pair of decisions for the player to make.","text, adventure, game, story, writing","$0.20","Sun May 09 15:13:39 PDT 2021","4","BatchId:4436078;OriginalHitTemplateId:928390828;","3600","259200","Sun May 16 15:13:39 PDT 2021","","","3ON104KXQKWP5K5MLNVJ4EJF6PV4WX","A98QFUWNFJUS3","Submitted","Sun May 09 15:39:22 PDT 2021","Sun May 09 15:45:56 PDT 2021","Wed May 12 15:45:56 PDT 2021","","","","394","0% (0/0)","0% (0/0)","0% (0/0)","3LXX8KJXPW9FAX42KUVZF8LMEL99O6","You avoid it.","The monarchy raids the rebel insurgent headquarters, capturing the leader. He declares war against all who oppose him with the threat of public execution. You believe in the rebels\' cause to liberate the people, but you are also afraid of being killed by the monarchy. You hear a banging at your door by someone who ends up being a high ranking officer in the monarchy. He immediately finds out that you are building weapons for the insurgents. You look around and see some soldiers of the monarchy walking towards you. You have noticed that on that first moment they were focused on seeking and capturing other rebels and none of them have realized the dead officer\'s body in front of you. THEN YOU MAKE CAVE INSIDE YOUR HOME TO HIDE OFFICER BODY.IT MAKES SOME NOICE. NOW DOOR KNOKING SOUND IS COME.YOU GO AND SEE WITHOUT OPEN DOOR BY WINDOW,ONE OFFICER IS THERE. You escape into the forest and run walk noiselessly through it. After 1 hour you  see a small settlement on the path. You avoid it.","You get in","You keep walking","You continue on until you find a road. You follow it. A car stops and ask you if you need a ride."
"30EMX9PEVKJEPLFMV83XPM93M5YKSK","3217B3DC4O4D7Q08RP6D6KQQ0TH417","Write a continuation to a text adventure game story and two decisions","Given the storyline of the text adventure game so far, provide a story continuation and a pair of decisions for the player to make.","text, adventure, game, story, writing","$0.20","Sun May 09 15:13:39 PDT 2021","4","BatchId:4436078;OriginalHitTemplateId:928390828;","3600","259200","Sun May 16 15:13:39 PDT 2021","","","336YQZE83VEBWRF8VQ8608N28LPM5A","A1PZ6FQ0WT3ROZ","Submitted","Sun May 09 19:11:41 PDT 2021","Sun May 09 19:21:31 PDT 2021","Wed May 12 19:21:31 PDT 2021","","","","590","0% (0/0)","0% (0/0)","0% (0/0)","32ZCLEW0BZKM19TCL6ZRT24FKVHJPS","You the rifle was loaded","The monarchy raids the rebel insurgent headquarters, capturing the leader. He declares war against all who oppose him with the threat of public execution. You believe in the rebels\' cause to liberate the people, but you are also afraid of being killed by the monarchy. You hear a banging at your door by someone who ends up being a high ranking officer in the monarchy. He immediately finds out that you are building weapons for the insurgents. You look around and see some soldiers of the monarchy walking towards you. You have noticed that on that first moment they were focused on seeking and capturing other rebels and none of them have realized the dead officer\'s body in front of you. THEN YOU MAKE CAVE INSIDE YOUR HOME TO HIDE OFFICER BODY.IT MAKES SOME NOICE. NOW DOOR KNOKING SOUND IS COME.YOU GO AND SEE WITHOUT OPEN DOOR BY WINDOW,ONE OFFICER IS THERE. After hiding the body you warn your family and they decide to flee the place, take what little they can and go to the depository where there are weapons and get a rifle to defend themselves on the way. You the rifle was loaded","Attack the officers.","Run away from officers.","There were 8-9 officers. They are ready to fight with you. They started following you. You all are very frightened."
"30EMX9PEVKJEPLFMV83XPM93M5YKSK","3217B3DC4O4D7Q08RP6D6KQQ0TH417","Write a continuation to a text adventure game story and two decisions","Given the storyline of the text adventure game so far, provide a story continuation and a pair of decisions for the player to make.","text, adventure, game, story, writing","$0.20","Sun May 09 15:13:39 PDT 2021","4","BatchId:4436078;OriginalHitTemplateId:928390828;","3600","259200","Sun May 16 15:13:39 PDT 2021","","","3DH6GAKTYYP9XMOBLH3XJ7H4ISXZY2","A23BGNP50WTKI2","Submitted","Sun May 09 15:23:35 PDT 2021","Sun May 09 15:25:51 PDT 2021","Wed May 12 15:25:51 PDT 2021","","","","136","100% (6/6)","100% (6/6)","0% (0/0)","32ZCLEW0BZKM19TCL6ZRT24FKVHJPS","You the rifle was loaded","The monarchy raids the rebel insurgent headquarters, capturing the leader. He declares war against all who oppose him with the threat of public execution. You believe in the rebels\' cause to liberate the people, but you are also afraid of being killed by the monarchy. You hear a banging at your door by someone who ends up being a high ranking officer in the monarchy. He immediately finds out that you are building weapons for the insurgents. You look around and see some soldiers of the monarchy walking towards you. You have noticed that on that first moment they were focused on seeking and capturing other rebels and none of them have realized the dead officer\'s body in front of you. THEN YOU MAKE CAVE INSIDE YOUR HOME TO HIDE OFFICER BODY.IT MAKES SOME NOICE. NOW DOOR KNOKING SOUND IS COME.YOU GO AND SEE WITHOUT OPEN DOOR BY WINDOW,ONE OFFICER IS THERE. After hiding the body you warn your family and they decide to flee the place, take what little they can and go to the depository where there are weapons and get a rifle to defend themselves on the way. You the rifle was loaded","But your family refuse to leave you","You find a strong boat to escape by river and put there your family","But you should make the strategy first. There are so many soldiers around. And your family should get to a safe place. They should stay alive."
